source,target,relation,title,date,url
event:employment,asset:stocks,NEUTRAL_IMPACT,Jobs Report - Weather or Not? - Ahead of Wall Street,2014-01-10 00:00:00 UTC,https://www.nasdaq.com/articles/jobs-report-weather-or-not-ahead-wall-street-2014-01-10
event:employment,asset:stocks,NEUTRAL_IMPACT,Does the Jobs Report Guarantee Tapering in September? - Ahead of Wall Street,2013-07-05 00:00:00 UTC,https://www.nasdaq.com/articles/does-jobs-report-guarantee-tapering-september-ahead-wall-street-2013-07-05
event:employment,asset:stocks,NEUTRAL_IMPACT,ADP Report Shows Labor Market Momentum - Ahead of Wall Street,2013-03-06 00:00:00 UTC,https://www.nasdaq.com/articles/adp-report-shows-labor-market-momentum-ahead-wall-street-2013-03-06
event:employment,asset:stocks,NEUTRAL_IMPACT,"Mid-Day Update: Stocks Mixed as Retail Results, Employment Data Stymie Rally",2011-01-06 00:00:00 UTC,https://www.nasdaq.com/articles/mid-day-update-stocks-mixed-retail-results-employment-data-stymie-rally-2011-01-06
event:employment,asset:stocks,NEUTRAL_IMPACT,"Wall Street Buoyed By Upbeat Geopolitics, May Labor Market Report",2018-06-04 00:00:00 UTC,https://www.nasdaq.com/articles/wall-street-buoyed-upbeat-geopolitics-may-labor-market-report-2018-06-04
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-S&P 500 set for muted open as strong jobs report sparks inflation worries,2021-08-06 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-sp-500-set-for-muted-open-as-strong-jobs-report-sparks-inflation-worries-2021-08
event:employment,asset:stocks,NEUTRAL_IMPACT,"Stocks Mixed at Mid-Day, Despite Positive Jobs Report, as Investors Consolidate Gains",2010-11-05 00:00:00 UTC,https://www.nasdaq.com/articles/stocks-mixed-at-mid-day-despite-positive-jobs-report-as-investors-consolidate-gains-2010
event:employment,asset:stocks,NEUTRAL_IMPACT,U.S. Stocks Extend Gains Following Better-Than-Expected Jobs Report,2016-07-08 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-extend-gains-following-better-expected-jobs-report-2016-07-08
event:employment,asset:stocks,NEUTRAL_IMPACT,Wall Street Spooked by Weak Jobs Report,2016-06-03 00:00:00 UTC,https://www.nasdaq.com/articles/wall-street-spooked-weak-jobs-report-2016-06-03
event:employment,asset:stocks,NEUTRAL_IMPACT,US Equities Futures Edge Up Ahead of Pivotal Jobs Report,2015-12-04 00:00:00 UTC,https://www.nasdaq.com/articles/us-equities-futures-edge-ahead-pivotal-jobs-report-2015-12-04
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Wall St rises as jobs report calms inflation worries,2021-06-04 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-wall-st-rises-as-jobs-report-calms-inflation-worries-2021-06-04-0
event:employment,asset:stocks,NEUTRAL_IMPACT,"US STOCKS-Futures subdued ahead of more megacap earnings, employment data",2023-07-31 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-futures-subdued-ahead-of-more-megacap-earnings-employment-data
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Wall Street tumbles as jobs report cements harsh rate hike outlook,2022-10-07 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-wall-street-tumbles-as-jobs-report-cements-harsh-rate-hike-outlook
event:employment,asset:stocks,NEUTRAL_IMPACT,Wall Street Up Ahead of Jobs Report,2017-09-01 00:00:00 UTC,https://www.nasdaq.com/articles/wall-street-ahead-jobs-report-2017-09-01
event:employment,asset:stocks,NEUTRAL_IMPACT,Midday Update: Stocks Regain Upward Momentum After Mixed Jobs Report,2017-01-06 00:00:00 UTC,https://www.nasdaq.com/articles/midday-update-stocks-regain-upward-momentum-after-mixed-jobs-report-2017-01-06
event:employment,asset:stocks,NEUTRAL_IMPACT,Friday's Jobs Report Looms Large for Retail Stocks,2010-06-03 00:00:00 UTC,https://www.nasdaq.com/articles/fridays-jobs-report-looms-large-retail-stocks-2010-06-03
event:employment,asset:stocks,NEUTRAL_IMPACT,Midday Update: Wall Street Buoyed By Underwhelming Labor Market Report,2017-09-01 00:00:00 UTC,https://www.nasdaq.com/articles/midday-update-wall-street-buoyed-underwhelming-labor-market-report-2017-09-01
event:employment,asset:stocks,NEUTRAL_IMPACT,"Midday Update: Wall Street Turns Defensive as Cohn Left out of Fed Race, Hurricane Harvey Rocks Labor Market",2017-09-07 00:00:00 UTC,https://www.nasdaq.com/articles/midday-update-wall-street-turns-defensive-cohn-left-out-fed-race-hurricane-harvey-rocks
event:employment,asset:stocks,NEUTRAL_IMPACT,Wall Street Sees Mixed Open; Jobless Claims Edge Lower Amid Tight Labor Market,2018-06-07 00:00:00 UTC,https://www.nasdaq.com/articles/wall-street-sees-mixed-open-jobless-claims-edge-lower-amid-tight-labor-market-2018-06-07
event:employment,asset:stocks,NEUTRAL_IMPACT,Dow Jones Rises as Labor Market Disappoints; Boeing Stock Sinks on Possible Equity Raise; McDonald's to Push Costs to Franchisees,2020-12-04 00:00:00 UTC,https://www.nasdaq.com/articles/dow-jones-rises-as-labor-market-disappoints-boeing-stock-sinks-on-possible-equity-raise
event:employment,asset:stocks,NEUTRAL_IMPACT,Wall Street closes up sharply on surprise U.S. jobs report,2020-06-05 00:00:00 UTC,https://www.nasdaq.com/articles/wall-street-closes-up-sharply-on-surprise-u.s.-jobs-report-2020-06-05
event:employment,asset:stocks,NEUTRAL_IMPACT,Stock Market Today: Stunning Jobs Report Sends Stocks Aloft,2020-06-05 00:00:00 UTC,https://www.nasdaq.com/articles/stock-market-today%3A-stunning-jobs-report-sends-stocks-aloft-2020-06-05
event:employment,asset:stocks,NEUTRAL_IMPACT,Dow Jones Today: Another Round of Unemployment Data Dragged Stocks,2020-05-21 00:00:00 UTC,https://www.nasdaq.com/articles/dow-jones-today%3A-another-round-of-unemployment-data-dragged-stocks
event:employment,asset:stocks,NEUTRAL_IMPACT,"Wall Street rises on better-than-feared jobs report, easing Sino-U.S. tension",2020-05-08 00:00:00 UTC,https://www.nasdaq.com/articles/wall-street-rises-on-better-than-feared-jobs-report-easing-sino-u.s.-tension-2020-05-08-0
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Wall St slips in choppy trade after mixed jobs report,2022-11-04 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-wall-st-slips-in-choppy-trade-after-mixed-jobs-report
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Wall St rallies to close out soft week after jobs report,2022-11-04 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-wall-st-rallies-to-close-out-soft-week-after-jobs-report-0
event:employment,asset:stocks,NEUTRAL_IMPACT,Wall Street Stays Buoyant After Uplifting February Jobs Report,2018-03-12 00:00:00 UTC,https://www.nasdaq.com/articles/wall-street-stays-buoyant-after-uplifting-february-jobs-report-2018-03-12
event:employment,asset:stocks,NEUTRAL_IMPACT,Stocks Hit All-Time Highs Despite Soft Jobs Report,2017-06-02 00:00:00 UTC,https://www.nasdaq.com/articles/stocks-hit-all-time-highs-despite-soft-jobs-report-2017-06-02
event:employment,asset:stocks,NEUTRAL_IMPACT,"Midday Update: Stocks Regain Uptrend on Bullish Labor Market, Wholesale Trade Data",2017-01-10 00:00:00 UTC,https://www.nasdaq.com/articles/midday-update-stocks-regain-uptrend-bullish-labor-market-wholesale-trade-data-2017-01-10
event:employment,asset:stocks,NEUTRAL_IMPACT,Close Update: Wall Street Braces For December Rate Hike After Bullish October Jobs Report,2015-11-06 00:00:00 UTC,https://www.nasdaq.com/articles/close-update-wall-street-braces-december-rate-hike-after-bullish-october-jobs-report-2015
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Futures struggle for direction before closely watched jobs report,2021-06-04 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-futures-struggle-for-direction-before-closely-watched-jobs-report-2021-06-04
event:employment,asset:stocks,NEUTRAL_IMPACT,"Wall Street on Edge Amid China Unrest, Jobs Report",2022-12-02 00:00:00 UTC,https://www.nasdaq.com/articles/wall-street-on-edge-amid-china-unrest-jobs-report
event:employment,asset:stocks,NEUTRAL_IMPACT,5 Top Stocks to Make the Most of Blockbuster Jobs Report,2018-11-05 00:00:00 UTC,https://www.nasdaq.com/articles/5-top-stocks-make-most-blockbuster-jobs-report-2018-11-05
event:employment,asset:stocks,NEUTRAL_IMPACT,4 Staffing Stocks to Grab in a Robust U.S. Labor Market,2018-06-08 00:00:00 UTC,https://www.nasdaq.com/articles/4-staffing-stocks-grab-robust-us-labor-market-2018-06-08
event:employment,asset:stocks,NEUTRAL_IMPACT,Australia shares unchanged; June employment data lifts hike bets,2023-07-20 00:00:00 UTC,https://www.nasdaq.com/articles/australia-shares-unchanged-june-employment-data-lifts-hike-bets
event:employment,asset:stocks,NEUTRAL_IMPACT,Asian Stocks Mixed Ahead of US Jobs Report,2013-10-22 00:00:00 UTC,https://www.nasdaq.com/articles/asian-stocks-mixed-ahead-us-jobs-report-2013-10-22
event:employment,asset:stocks,NEUTRAL_IMPACT,"US STOCKS-S&P 500, Nasdaq hit record highs as stimulus hopes outweigh dire jobs report",2021-01-08 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-sp-500-nasdaq-hit-record-highs-as-stimulus-hopes-outweigh-dire-jobs-report-0
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Wall St set for record open as stimulus hopes outweigh dire jobs report,2021-01-08 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-wall-st-set-for-record-open-as-stimulus-hopes-outweigh-dire-jobs-report-2021-01
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Futures at record high ahead of monthly employment data,2021-01-08 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-futures-at-record-high-ahead-of-monthly-employment-data-2021-01-08
event:employment,asset:stocks,NEUTRAL_IMPACT,"Mid-Day Update: Stocks Mixed at Session's Half; GDP, Employment Data Weigh",2011-05-26 00:00:00 UTC,https://www.nasdaq.com/articles/mid-day-update-stocks-mixed-sessions-half-gdp-employment-data-weigh-2011-05-26
event:employment,asset:stocks,NEUTRAL_IMPACT,Stocks Flat as Investors Eye Government Employment Data Due Tomorrow; Commodities Mixed,2011-09-01 00:00:00 UTC,https://www.nasdaq.com/articles/stocks-flat-investors-eye-government-employment-data-due-tomorrow-commodities-mixed-2011
event:employment,asset:stocks,NEUTRAL_IMPACT,"S&P 500 Set For Record Open as Jobs Report, Japanese Stimulus Buoys Wall Street",2016-07-11 00:00:00 UTC,https://www.nasdaq.com/articles/sp-500-set-record-open-jobs-report-japanese-stimulus-buoys-wall-street-2016-07-11
event:employment,asset:stocks,NEUTRAL_IMPACT,Stocks Finish Flat Ahead of Key Jobs Report,2023-10-05 00:00:00 UTC,https://www.nasdaq.com/articles/stocks-finish-flat-ahead-of-key-jobs-report
event:employment,asset:stocks,NEUTRAL_IMPACT,7 Top Stock Opportunities on the Heels of the Latest Jobs Report,2023-08-20 00:00:00 UTC,https://www.nasdaq.com/articles/7-top-stock-opportunities-on-the-heels-of-the-latest-jobs-report
event:employment,asset:stocks,NEUTRAL_IMPACT,Jobs Report Paints a Pretty Picture for Stocks: 5 Top Picks,2018-06-04 00:00:00 UTC,https://www.nasdaq.com/articles/jobs-report-paints-pretty-picture-stocks-5-top-picks-2018-06-04
event:employment,asset:stocks,NEUTRAL_IMPACT,Jobs Report Paints a Pretty Picture for These Top 5 Stocks,2018-06-04 00:00:00 UTC,https://www.nasdaq.com/articles/jobs-report-paints-pretty-picture-these-top-5-stocks-2018-06-04
event:employment,asset:stocks,NEUTRAL_IMPACT,Wall Street jumps on hopes worst for labor market is over,2020-04-23 00:00:00 UTC,https://www.nasdaq.com/articles/wall-street-jumps-on-hopes-worst-for-labor-market-is-over-2020-04-23
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-S&P 500 inches up as jobs report underscores economic resilience,2022-04-01 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-sp-500-inches-up-as-jobs-report-underscores-economic-resilience
event:employment,asset:stocks,NEUTRAL_IMPACT,Restaurant Stocks in Focus in View of a Tight Labor Market,2015-08-28 00:00:00 UTC,https://www.nasdaq.com/articles/restaurant-stocks-in-focus-in-view-of-a-tight-labor-market-2015-08-28
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Tech shares weigh on Wall St as jobs report fuels rate-hike worries,2023-04-10 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-tech-shares-weigh-on-wall-st-as-jobs-report-fuels-rate-hike-worries
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Wall St sinks on jitters about banks after mixed jobs report,2023-03-10 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-wall-st-sinks-on-jitters-about-banks-after-mixed-jobs-report
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Wall St falls on jitters about banks after mixed jobs report,2023-03-10 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-wall-st-falls-on-jitters-about-banks-after-mixed-jobs-report
event:employment,asset:stocks,NEUTRAL_IMPACT,5 Manufacturing Stocks to Grab on Blockbuster Jobs Report,2018-06-04 00:00:00 UTC,https://www.nasdaq.com/articles/5-manufacturing-stocks-grab-blockbuster-jobs-report-2018-06-04
event:employment,asset:stocks,NEUTRAL_IMPACT,5 Manufacturing Stocks to Grab After Blockbuster Jobs Report,2018-06-04 00:00:00 UTC,https://www.nasdaq.com/articles/5-manufacturing-stocks-grab-after-blockbuster-jobs-report-2018-06-04
event:employment,asset:stocks,NEUTRAL_IMPACT,Jobs Report Confirms U.S. Recovery - Ahead of Wall Street,2015-02-06 00:00:00 UTC,https://www.nasdaq.com/articles/jobs-report-confirms-us-recovery-ahead-wall-street-2015-02-06
event:employment,asset:stocks,NEUTRAL_IMPACT,Opening View: Wall Street Walking on Eggshells Ahead of July Jobs Report,2011-08-05 00:00:00 UTC,https://www.nasdaq.com/articles/opening-view-wall-street-walking-eggshells-ahead-july-jobs-report-2011-08-05
event:employment,asset:stocks,NEUTRAL_IMPACT,Blowout Jobs Report a Boon for These 5 Staffing Stocks,2023-02-09 00:00:00 UTC,https://www.nasdaq.com/articles/blowout-jobs-report-a-boon-for-these-5-staffing-stocks
event:employment,asset:stocks,NEUTRAL_IMPACT,European shares bounce back from U.S. jobs report hammering,2022-08-08 00:00:00 UTC,https://www.nasdaq.com/articles/european-shares-bounce-back-from-u.s.-jobs-report-hammering
event:employment,asset:stocks,NEUTRAL_IMPACT,3 Stocks to Consider on Upbeat Jobs Report,2022-04-04 00:00:00 UTC,https://www.nasdaq.com/articles/3-stocks-to-consider-on-upbeat-jobs-report
event:employment,asset:stocks,NEUTRAL_IMPACT,Close Update: Stocks Ride Jobs Report Wave With S&P 500 Set for Record High,2016-08-05 00:00:00 UTC,https://www.nasdaq.com/articles/close-update-stocks-ride-jobs-report-wave-sp-500-set-record-high-2016-08-05
event:employment,asset:stocks,NEUTRAL_IMPACT,Close Update: Stocks Surrender Gains Tied to BOE as Wall Street Braces for Jobs Report,2016-08-04 00:00:00 UTC,https://www.nasdaq.com/articles/close-update-stocks-surrender-gains-tied-boe-wall-street-braces-jobs-report-2016-08-04
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-Wall St gains after data point to softening labor market,2023-09-01 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-wall-st-gains-after-data-point-to-softening-labor-market
event:employment,asset:stocks,NEUTRAL_IMPACT,The Jobs Report and Other Stock Market News,2021-10-29 00:00:00 UTC,https://www.nasdaq.com/articles/the-jobs-report-and-other-stock-market-news-2021-10-30
event:employment,asset:stocks,NEUTRAL_IMPACT,Will Jobs Report Answer All Questions? - Ahead of Wall Street,2014-02-06 00:00:00 UTC,https://www.nasdaq.com/articles/will-jobs-report-answer-all-questions-ahead-wall-street-2014-02-06
event:employment,asset:stocks,NEUTRAL_IMPACT,"Close Update: Dow Rallies Above 25,000 as Stocks Hit More Records Ahead of Key Jobs Report",2018-01-04 00:00:00 UTC,https://www.nasdaq.com/articles/close-update-dow-rallies-above-25000-stocks-hit-more-records-ahead-key-jobs-report-2018-01
event:employment,asset:stocks,NEUTRAL_IMPACT,Jobs Report This Week Will Have Lasting Significance For Stocks,2017-05-30 00:00:00 UTC,https://www.nasdaq.com/articles/jobs-report-week-will-have-lasting-significance-stocks-2017-05-30
event:employment,asset:stocks,NEUTRAL_IMPACT,US STOCKS-S&P 500 rises after solid jobs report,2021-03-05 00:00:00 UTC,https://www.nasdaq.com/articles/us-stocks-sp-500-rises-after-solid-jobs-report-2021-03-05
event:employment,asset:stocks,NEUTRAL_IMPACT,5 Stocks to Buy on Encouraging Employment Data,2016-08-08 00:00:00 UTC,https://www.nasdaq.com/articles/5-stocks-buy-encouraging-employment-data-2016-08-08
event:employment,asset:stocks,NEUTRAL_IMPACT,Mid-Day Update: Disappointing February Jobs Report Takes Toll on Stocks,2019-03-08 00:00:00 UTC,https://www.nasdaq.com/articles/mid-day-update-disappointing-february-jobs-report-takes-toll-stocks-2019-03-08
event:employment,asset:stocks,NEUTRAL_IMPACT,"Unemployment Rate Lowest Since 2008, Bolsters Stock Futures Today",2015-05-08 00:00:00 UTC,https://www.nasdaq.com/articles/unemployment-rate-lowest-2008-bolsters-stock-futures-today-2015-05-08
event:employment,asset:stocks,NEUTRAL_IMPACT,Stock Futures Reverse Early Losses as Labor Market Report Cools Rate Hike Jitters,2018-12-07 00:00:00 UTC,https://www.nasdaq.com/articles/stock-futures-reverse-early-losses-labor-market-report-cools-rate-hike-jitters-2018-12-07
event:employment,asset:stocks,NEUTRAL_IMPACT,U.S. Stock Futures Mixed Ahead of Jobs Report,2016-09-02 00:00:00 UTC,https://www.nasdaq.com/articles/us-stock-futures-mixed-ahead-jobs-report-2016-09-02
event:employment,asset:stocks,NEUTRAL_IMPACT,Dow Jones Today: Ides of March Linger as Jobs Report Punishes Stocks,2020-04-03 00:00:00 UTC,https://www.nasdaq.com/articles/dow-jones-today%3A-ides-of-march-linger-as-jobs-report-punishes-stocks
event:employment,asset:stocks,NEUTRAL_IMPACT,"Close Update: Wall Street Retreats Before Jobs Report as Energy, Tech Slide",2017-08-03 00:00:00 UTC,https://www.nasdaq.com/articles/close-update-wall-street-retreats-jobs-report-energy-tech-slide-2017-08-03
event:employment,asset:stocks,NEUTRAL_IMPACT,Stocks Mixed at Mid-Session; Positive Employment Data Provides Support,2010-12-09 00:00:00 UTC,https://www.nasdaq.com/articles/stocks-mixed-mid-session-positive-employment-data-provides-support-2010-12-09
event:employment,asset:stocks,NEUTRAL_IMPACT,3 Stocks to Buy for a Rebounding Labor Market,2023-11-29 00:00:00 UTC,https://www.nasdaq.com/articles/3-stocks-to-buy-for-a-rebounding-labor-market
event:employment,asset:stocks,NEUTRAL_IMPACT,3 Boring Stocks to Buy as Labor Market Faces a Pivot,2023-07-18 00:00:00 UTC,https://www.nasdaq.com/articles/3-boring-stocks-to-buy-as-labor-market-faces-a-pivot
event:employment,asset:stocks,NEUTRAL_IMPACT,7 Stocks to Buy on the Latest Jobs Report,2023-03-13 00:00:00 UTC,https://www.nasdaq.com/articles/7-stocks-to-buy-on-the-latest-jobs-report
event:employment,asset:stocks,NEUTRAL_IMPACT,"Wall Street Sees Downbeat Session Amid Trade Talks, Labor Market Tightens",2018-08-30 00:00:00 UTC,https://www.nasdaq.com/articles/wall-street-sees-downbeat-session-amid-trade-talks-labor-market-tightens-2018-08-30
event:employment,asset:stocks,NEUTRAL_IMPACT,"Close Update: Geopolitical Risks, Jobs Report Weigh on Stocks",2017-04-07 00:00:00 UTC,https://www.nasdaq.com/articles/close-update-geopolitical-risks-jobs-report-weigh-stocks-2017-04-07
event:employment,asset:stocks,NEUTRAL_IMPACT,"Mid-Day ETF Update: ETFs, Stocks Log Further Gains as Upbeat June Jobs Report Buoy Market Sentiment",2016-07-08 00:00:00 UTC,https://www.nasdaq.com/articles/mid-day-etf-update-etfs-stocks-log-further-gains-upbeat-june-jobs-report-buoy-market
event:employment,asset:stocks,NEUTRAL_IMPACT,"Mid-Day ETF Update: ETFs, Stocks Firmer Ahead of Friday's Jobs Report",2016-03-31 00:00:00 UTC,https://www.nasdaq.com/articles/mid-day-etf-update-etfs-stocks-firmer-ahead-fridays-jobs-report-2016-03-31
event:employment,asset:stocks,NEUTRAL_IMPACT,"Mid-Day ETF Update: ETFs, Stocks In the Red as Investors Look Ahead to Yellen Speech, March Unemployment Rate",2016-03-28 00:00:00 UTC,https://www.nasdaq.com/articles/mid-day-etf-update-etfs-stocks-red-investors-look-ahead-yellen-speech-march-unemployment
event:employment,asset:stocks,NEUTRAL_IMPACT,"Mid-Day ETF Update: ETFs, Stocks Weaker Despite Bump in Crude Oil Prices; Concerns Over February Jobs Report Weigh",2016-03-03 00:00:00 UTC,https://www.nasdaq.com/articles/mid-day-etf-update-etfs-stocks-weaker-despite-bump-crude-oil-prices-concerns-over-february
event:employment,asset:stocks,NEUTRAL_IMPACT,"Mid-Day ETF Update: ETFs, Stocks Weaker on Expectations That Lackluster Jobs Report Could Point to Slower Rate Hikes",2018-12-07 00:00:00 UTC,https://www.nasdaq.com/articles/mid-day-etf-update-etfs-stocks-weaker-expectations-lackluster-jobs-report-could-point
